MyUnknownColumn,Make,Model,Variant,Complete Name,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Fuel_Tank_Capacity,Fuel_Type,Body_Type,Height,Length,Width,Doors,ARAI_Certified_Mileage,Gears,Ground_Clearance,Seating_Capacity,Type,Airbags,Kerb_Weight,Front_Track,Rear_Track,Power,Torque,Wheelbase,Minimum_Turning_Radius
111,Maruti Suzuki,Celerio,Vxi Cng Mt,Maruti Suzuki Celerio Vxi Cng Mt,530000,998,3,4,FWD,In-line,BS VI,35,CNG,Hatchback,1560,3600,1600,5,31.79,5,165,5,Manual,2,810,1420,1410,85.13,22.29,2425,4.7
241,Maruti Suzuki,Dzire,Ldi,Maruti Suzuki Dzire Ldi,666622,1248,4,4,FWD,In-line,BS IV,37,Diesel,Sedan,1515,3995,1735,4,28.4,5,163,5,Manual,2,955,1490,1540,18.03,95,2450,4.8
337,Maruti Suzuki,Dzire,Vdi,Maruti Suzuki Dzire Vdi,757622,1248,4,4,FWD,In-line,BS IV,37,Diesel,Sedan,1515,3995,1735,4,28.4,5,163,5,Manual,2,967,1490,1540,25,95,2450,4.8
398,Maruti Suzuki,Dzire,Vdi Amt,Maruti Suzuki Dzire Vdi Amt,804622,1248,4,4,FWD,In-line,BS IV,37,Diesel,Sedan,1515,3995,1735,4,28.4,5,163,5,Automatic,2,967,1490,1540,45,95,2450,4.8
412,Maruti Suzuki,Dzire,Zdi,Maruti Suzuki Dzire Zdi,816622,1248,4,4,FWD,In-line,BS IV,37,Diesel,Sedan,1515,3995,1735,4,28.4,5,163,5,Manual,2,978,1490,1540,87.23,95,2450,4.8
453,Maruti Suzuki,Dzire,Zdi Amt,Maruti Suzuki Dzire Zdi Amt,863122,1248,4,4,FWD,In-line,BS IV,37,Diesel,Sedan,1515,3995,1735,4,28.4,5,163,5,Automatic,2,978,1490,1540,18.25,95,2450,4.8
490,Maruti Suzuki,Dzire,Zdi Plus,Maruti Suzuki Dzire Zdi Plus,906122,1248,4,4,FWD,In-line,BS IV,37,Diesel,Sedan,1515,3995,1735,4,28.4,5,163,5,Manual,2,895,1490,1540,44.75,95,2450,4.8
532,Maruti Suzuki,Dzire,Zdi Plus Amt,Maruti Suzuki Dzire Zdi Plus Amt,952622,1248,4,4,FWD,In-line,BS IV,37,Diesel,Sedan,1515,3995,1735,4,28.4,5,163,5,Automatic,2,990,1490,1540,14.91,95,2450,4.8
284,Honda,Amaze,E Mt Diesel,Honda Amaze E Mt Diesel,705000,1498,4,4,FWD,In-line,BS VI,35,Diesel,Sedan,1498,3995,1695,4,27.4,5,170,5,Manual,2,993,1490,1540,18.75,114.29,2470,4.9
369,Honda,Amaze,S Mt Diesel,Honda Amaze S Mt Diesel,785000,1498,4,4,FWD,In-line,BS VI,35,Diesel,Sedan,1501,3995,1695,4,27.4,5,170,5,Manual,2,1010,1490,1540,32,114.29,2470,4.7
437,Honda,Amaze,V Mt Diesel,Honda Amaze V Mt Diesel,845000,1498,4,4,FWD,In-line,BS VI,35,Diesel,Sedan,1501,3995,1695,4,27.4,5,170,5,Manual,2,1021,1490,1540,46.13,114.29,2470,4.7
483,Honda,Amaze,Vx Mt Diesel,Honda Amaze Vx Mt Diesel,893000,1498,4,4,FWD,In-line,BS VI,35,Diesel,Sedan,1501,3995,1695,4,27.4,5,170,5,Manual,2,1023,1490,1540,68.8,114.29,2470,4.7
489,Honda,Amaze,Exclusive Edition Diesel,Honda Amaze Exclusive Edition Diesel,906000,1498,4,4,FWD,In-line,BS VI,35,Diesel,Sedan,1501,3995,1695,4,27.4,5,170,5,Manual,2,1023,1490,1540,105.07,114.29,2470,4.7
491,Honda,Amaze,Ace Edition Mt Diesel,Honda Amaze Ace Edition Mt Diesel,906300,1498,4,4,FWD,In-line,BS VI,35,Diesel,Sedan,1501,3995,1695,4,27.4,5,170,5,Manual,2,1023,1490,1540,44.75,114.29,2470,4.7
544,Honda,Amaze,Vx Cvt Diesel,Honda Amaze Vx Cvt Diesel,966000,1498,4,4,FWD,In-line,BS VI,35,Diesel,Sedan,1501,3995,1695,4,27.4,5,170,5,Automatic,2,1023,1490,1540,14.91,114.29,2470,4.7
557,Honda,Amaze,Ace Edition Cvt Diesel,Honda Amaze Ace Edition Cvt Diesel,979300,1498,4,4,FWD,In-line,BS VI,35,Diesel,Sedan,1501,3995,1695,4,27.4,5,170,5,Automatic,2,1023,1490,1540,32.8,114.29,2470,4.7
245,Maruti Suzuki,Baleno,1.3,Maruti Suzuki Baleno 1.3,668611,1248,4,4,FWD,In-line,BS IV,37,Diesel,Hatchback,1500,3995,1745,5,27.39,5,170,5,Manual,2,960,1515,1525,27.78,95,2520,4.9
324,Maruti Suzuki,Baleno,1.3,Maruti Suzuki Baleno 1.3,746621,1248,4,4,FWD,In-line,BS IV,37,Diesel,Hatchback,1510,3995,1745,5,27.39,5,170,5,Manual,2,970,1515,1525,13.83,95,2520,4.9
400,Maruti Suzuki,Baleno,1.3,Maruti Suzuki Baleno 1.3,807921,1248,4,4,FWD,In-line,BS IV,37,Diesel,Hatchback,1500,3995,1745,5,27.39,5,170,5,Manual,2,980,1505,1515,44.91,95,2520,4.9
459,Maruti Suzuki,Baleno,1.3,Maruti Suzuki Baleno 1.3,868221,1248,4,4,FWD,In-line,BS IV,37,Diesel,Hatchback,1500,3995,1745,5,27.39,5,170,5,Manual,2,985,1505,1515,28.75,95,2520,4.9
180,Maruti Suzuki,Swift,Ldi,Maruti Suzuki Swift Ldi,599000,1248,4,4,FWD,In-line,BS IV,37,Diesel,Hatchback,1530,3840,1735,5,25.2,5,163,5,Manual,2,955,1530,1530,14.77,95,2430,4.8
275,Maruti Suzuki,Swift,Vdi,Maruti Suzuki Swift Vdi,698000,1248,4,4,FWD,In-line,BS IV,37,Diesel,Hatchback,1530,3840,1735,5,25.2,5,165,5,Manual,2,965,1530,1530,22.5,95,2450,4.8
322,Maruti Suzuki,Swift,Vdi Amt,Maruti Suzuki Swift Vdi Amt,745000,1248,4,4,FWD,In-line,BS IV,37,Diesel,Hatchback,1530,3840,1735,5,25.2,5,165,5,Automatic,2,965,1530,1530,16.67,95,2450,4.8
336,Maruti Suzuki,Swift,Zdi,Maruti Suzuki Swift Zdi,757000,1248,4,4,FWD,In-line,BS IV,37,Diesel,Hatchback,1530,3840,1735,5,25.2,5,163,5,Manual,2,975,1520,1520,46.25,95,2450,4.8
396,Maruti Suzuki,Swift,Zdi Amt,Maruti Suzuki Swift Zdi Amt,804000,1248,4,4,FWD,In-line,BS IV,37,Diesel,Hatchback,1530,3840,1735,5,25.2,5,163,5,Automatic,2,975,1520,1520,45.45,95,2450,4.8
433,Maruti Suzuki,Swift,Zdi Plus,Maruti Suzuki Swift Zdi Plus,838000,1248,4,4,FWD,In-line,BS IV,37,Diesel,Hatchback,1530,3840,1735,5,25.2,5,163,5,Manual,2,985,1520,1520,46.13,95,2450,4.8
476,Maruti Suzuki,Swift,Zdi Plus Amt,Maruti Suzuki Swift Zdi Plus Amt,884000,1248,4,4,FWD,In-line,BS IV,37,Diesel,Hatchback,1530,3840,1735,5,25.2,5,163,5,Automatic,2,985,1520,1520,76.25,95,2450,4.8
565,Maruti Suzuki,Ertiga,1.5L Vdi,Maruti Suzuki Ertiga 1.5L Vdi,986689,1498,4,4,FWD,In-line,BS IV,45,Diesel,MPV,1690,4395,1735,5,24.2,6,165,7,Manual,2,1225,1490,1540,31.09,128.57,2740,5.2
643,Maruti Suzuki,Ertiga,1.5L Zdi,Maruti Suzuki Ertiga 1.5L Zdi,1069689,1498,4,4,FWD,In-line,BS IV,45,Diesel,MPV,1690,4395,1735,5,24.2,6,165,7,Manual,2,1225,1490,1540,16.25,128.57,2740,5.2
668,Maruti Suzuki,Ertiga,1.5L Zdi Plus,Maruti Suzuki Ertiga 1.5L Zdi Plus,1120689,1498,4,4,FWD,In-line,BS IV,45,Diesel,MPV,1690,4395,1735,5,24.2,6,165,7,Manual,2,1225,1490,1540,13.83,128.57,2740,5.2
194,Tata,Tiago,Revotron Xza,Tata Tiago Revotron Xza,620000,1199,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1535,3746,1647,5,24,5,170,5,AMT,2,930,1400,1420,23.69,34.55,2400,5.2
219,Tata,Tiago,Revotron Xza Plus,Tata Tiago Revotron Xza Plus,649000,1199,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1535,3746,1647,5,24,5,170,5,AMT,2,930,1400,1420,18.03,34.55,2400,5.2
230,Tata,Tiago,Revotron Xza Plus Dual Tone,Tata Tiago Revotron Xza Plus Dual Tone,660000,1199,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1535,3746,1647,5,24,5,170,5,AMT,2,930,1400,1420,27.78,34.55,2400,5.2
438,Tata,Nexon,Xe Diesel,Tata Nexon Xe Diesel,845000,1497,4,4,FWD,In-line,BS VI,44,Diesel,SUV,1607,3994,1811,5,23.97,5,209,5,Manual,2,1785,1490,1540,43.2,173.33,2498,5.1
502,Tata,Nexon,Xm Diesel,Tata Nexon Xm Diesel,920000,1497,4,4,FWD,In-line,BS VI,44,Diesel,SUV,1607,3994,1811,5,23.97,5,209,5,Manual,2,1785,1490,1540,52.24,173.33,2498,5.1
558,Tata,Nexon,Xma Diesel,Tata Nexon Xma Diesel,980000,1497,4,4,FWD,In-line,BS VI,44,Diesel,SUV,1607,3994,1811,5,23.97,5,209,5,Automatic,2,1785,1490,1540,19.69,173.33,2498,5.1
615,Tata,Nexon,Xz Diesel,Tata Nexon Xz Diesel,1020000,1497,4,4,FWD,In-line,BS VI,44,Diesel,SUV,1607,3994,1811,5,23.97,5,209,5,Manual,2,1785,1490,1540,41.33,173.33,2498,5.1
656,Tata,Nexon,Xz Plus Diesel,Tata Nexon Xz Plus Diesel,1100000,1497,4,4,FWD,In-line,BS VI,44,Diesel,SUV,1607,3994,1811,5,23.97,5,209,5,Manual,2,1785,1490,1540,11.33,173.33,2498,5.1
667,Tata,Nexon,Xz Plus Diesel Dual Tone,Tata Nexon Xz Plus Diesel Dual Tone,1120000,1497,4,4,FWD,In-line,BS VI,44,Diesel,SUV,1607,3994,1811,5,23.97,5,209,5,Manual,2,1785,1490,1540,13.83,173.33,2498,5.1
684,Tata,Nexon,Xza Plus Diesel,Tata Nexon Xza Plus Diesel,1160000,1497,4,4,FWD,In-line,BS VI,44,Diesel,SUV,1607,3994,1811,5,23.97,5,209,5,Automatic,2,1785,1490,1540,18.75,173.33,2498,5.1
693,Tata,Nexon,Xza Plus Diesel Dual Tone,Tata Nexon Xza Plus Diesel Dual Tone,1180000,1497,4,4,FWD,In-line,BS VI,44,Diesel,SUV,1607,3994,1811,5,23.97,5,209,5,Automatic,2,1785,1490,1540,7.86,173.33,2498,5.1
697,Tata,Nexon,Xz Plus (O) Diesel,Tata Nexon Xz Plus (O) Diesel,1190000,1497,4,4,FWD,In-line,BS VI,44,Diesel,SUV,1607,3994,1811,5,23.97,5,209,5,Manual,2,1785,1490,1540,8,173.33,2498,5.1
706,Tata,Nexon,Xz Plus (O) Diesel Dual Tone,Tata Nexon Xz Plus (O) Diesel Dual Tone,1210000,1497,4,4,FWD,In-line,BS VI,44,Diesel,SUV,1607,3994,1811,5,23.97,5,209,5,Manual,2,1785,1490,1540,12.18,173.33,2498,5.1
724,Tata,Nexon,Xza Plus (O) Diesel,Tata Nexon Xza Plus (O) Diesel,1250000,1497,4,4,FWD,In-line,BS VI,44,Diesel,SUV,1607,3994,1811,5,23.97,5,209,5,Automatic,2,1785,1490,1540,13.83,173.33,2498,5.1
730,Tata,Nexon,Xza Plus (O) Diesel Dual Tone,Tata Nexon Xza Plus (O) Diesel Dual Tone,1270000,1497,4,4,FWD,In-line,BS VI,44,Diesel,SUV,1607,3994,1811,5,23.97,5,209,5,Automatic,2,1785,1490,1540,18.75,173.33,2498,5.1
458,Honda,Amaze,S Cvt Diesel,Honda Amaze S Cvt Diesel,865000,1498,4,4,FWD,In-line,BS VI,35,Diesel,Sedan,1501,3995,1695,4,23.8,5,170,5,Automatic,2,1031,1490,1540,28.75,91.43,2470,4.9
506,Honda,Amaze,V Cvt Diesel,Honda Amaze V Cvt Diesel,925000,1498,4,4,FWD,In-line,BS VI,35,Diesel,Sedan,1501,3995,1695,4,23.8,5,170,5,Automatic,2,1039,1490,1540,97.03,91.43,2470,4.7
363,Hyundai,Venue,1.4,Hyundai Venue 1.4,780000,1397,4,4,FWD,In-line,BS IV,45,Diesel,SUV,1590,3995,1770,5,23.7,6,200,5,Manual,2,1785,1490,1540,19.22,146.67,2500,5.2
441,Hyundai,Venue,1.4,Hyundai Venue 1.4,850000,1397,4,4,FWD,In-line,BS IV,45,Diesel,SUV,1590,3995,1770,5,23.7,6,200,5,Manual,2,1785,1490,1540,46.13,146.67,2500,5.2
562,Hyundai,Venue,1.4,Hyundai Venue 1.4,983000,1397,4,4,FWD,In-line,BS IV,45,Diesel,SUV,1590,3995,1770,5,23.7,6,200,5,Manual,2,1785,1490,1540,22.1,146.67,2500,5.2
583,Hyundai,Venue,1.4,Hyundai Venue 1.4,998000,1397,4,4,FWD,In-line,BS IV,45,Diesel,SUV,1590,3995,1770,5,23.7,6,200,5,Manual,2,1785,1490,1540,35.05,146.67,2500,5.2
646,Hyundai,Venue,1.4,Hyundai Venue 1.4,1089000,1397,4,4,FWD,In-line,BS IV,45,Diesel,SUV,1590,3995,1770,5,23.7,6,200,5,Manual,3,1785,1490,1540,12.17,0,2500,5.2
44,Maruti Suzuki,Celerio,Lxi,Maruti Suzuki Celerio Lxi,426289,998,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1560,3600,1600,5,23.1,5,165,5,Manual,2,810,1420,1410,47.5,25.71,2425,4.7
49,Maruti Suzuki,Celerio,Lxi Mt (O),Maruti Suzuki Celerio Lxi Mt (O),434659,998,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1560,3600,1600,5,23.1,5,165,5,Manual,2,830,1420,1410,66.25,25.71,2425,4.7
62,Maruti Suzuki,Celerio,Vxi,Maruti Suzuki Celerio Vxi,465138,998,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1560,3600,1600,5,23.1,5,165,5,Manual,2,810,1420,1410,516,25.71,2425,4.7
67,Maruti Suzuki,Celerio,Vxi (O) Mt,Maruti Suzuki Celerio Vxi (O) Mt,472257,998,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1560,3600,1600,5,23.1,5,165,5,Manual,2,810,1420,1410,68.26,25.71,2425,4.7
80,Maruti Suzuki,Celerio,Zxi,Maruti Suzuki Celerio Zxi,490924,998,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1560,3600,1600,5,23.1,5,165,5,Manual,1,810,1420,1410,32.31,25.71,2425,4.7
93,Maruti Suzuki,Celerio,Vxi At,Maruti Suzuki Celerio Vxi At,508138,998,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1560,3600,1600,5,23.1,5,165,5,Automatic,2,810,1420,1410,13.6,25.71,2425,4.7
96,Maruti Suzuki,Celerio,Vxi (O) Ags,Maruti Suzuki Celerio Vxi (O) Ags,515257,998,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1560,3600,1600,5,23.1,5,165,5,Automatic,2,810,1420,1410,13.6,25.71,2425,4.7
113,Maruti Suzuki,Celerio,Zxi (Opt),Maruti Suzuki Celerio Zxi (Opt),531279,998,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1560,3600,1600,5,23.1,5,165,5,Manual,2,810,1420,1410,83.63,25.71,2425,4.7
116,Maruti Suzuki,Celerio,Zxi Ags,Maruti Suzuki Celerio Zxi Ags,533924,998,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1560,3600,1600,5,23.1,5,165,5,Automatic,1,830,1420,1410,25.45,25.71,2425,4.7
123,Maruti Suzuki,Celerio,Zxi (O) Ags,Maruti Suzuki Celerio Zxi (O) Ags,543279,998,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1560,3600,1600,5,23.1,5,165,5,Automatic,2,830,1420,1410,23.25,25.71,2425,4.7
58,Tata,Tiago,Revotron Xe,Tata Tiago Revotron Xe,460000,1199,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1535,3765,1677,5,23,5,165,5,Manual,2,935,1490,1540,47.39,34.55,2400,5.2
99,Tata,Tiago,Revotron Xt,Tata Tiago Revotron Xt,520000,1199,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1535,3746,1647,5,23,5,170,5,Manual,2,930,1400,1420,13.6,34.55,2400,4.9
149,Tata,Tiago,Revotron Xz,Tata Tiago Revotron Xz,570000,1199,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1535,3746,1647,5,23,5,170,5,Manual,2,930,1400,1420,14.77,34.55,2400,4.9
179,Tata,Tiago,Revotron Xz Plus,Tata Tiago Revotron Xz Plus,599000,1199,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1535,3746,1647,5,23,5,170,5,Manual,2,930,1400,1420,50,34.55,2400,4.9
186,Tata,Tiago,Revotron Xz Plus Dual Tone,Tata Tiago Revotron Xz Plus Dual Tone,610000,1199,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1535,3746,1647,5,23,5,170,5,Manual,2,930,1400,1420,15,34.55,2400,4.9
9,Maruti Suzuki,Alto,Std,Maruti Suzuki Alto Std,294800,796,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1475,3445,1490,5,22.05,5,160,5,Manual,2,730,1295,1290,42.14,19.71,2360,5.2
11,Maruti Suzuki,Alto,Std (O),Maruti Suzuki Alto Std (O),299900,796,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1475,3445,1490,5,22.05,5,160,5,Manual,2,732,1295,1290,30,19.71,2360,5.2
17,Maruti Suzuki,Alto,Lxi,Maruti Suzuki Alto Lxi,352900,796,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1475,3445,1490,5,22.05,5,160,5,Manual,2,755,1295,1290,78.95,19.71,2360,5.2
21,Maruti Suzuki,Alto,Lxi (O),Maruti Suzuki Alto Lxi (O),357200,796,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1475,3445,1490,5,22.05,5,160,5,Manual,1,757,1295,1290,50,19.71,2360,5.2
26,Maruti Suzuki,Alto,Vxi,Maruti Suzuki Alto Vxi,376100,796,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1475,3445,1490,5,22.05,5,160,5,Manual,2,762,1295,1290,55.33,19.71,2360,5.2
31,Maruti Suzuki,Alto,Vxi Plus,Maruti Suzuki Alto Vxi Plus,389600,796,3,4,FWD,In-line,BS VI,35,Petrol,Hatchback,1475,3445,1490,5,22.05,5,160,5,Manual,2,762,1295,1290,84.85,19.71,2360,5.2
35,Maruti Suzuki,Alto,Lxi Cng (Cng +,Maruti Suzuki Alto Lxi Cng (Cng +,405570,796,3,4,FWD,In-line,BS VI,35,CNG + Petrol,Hatchback,1475,3445,1490,5,22.05,5,160,5,Manual,2,755,1295,1290,2.21,19.71,2360,5.2
38,Maruti Suzuki,Alto,Lxi (O) Cng (Cng +,Maruti Suzuki Alto Lxi (O) Cng (Cng +,409190,796,3,4,FWD,In-line,BS VI,35,CNG + Petrol,Hatchback,1475,3445,1490,5,22.05,5,160,5,Manual,1,757,1295,1290,91.67,19.71,2360,5.2
162,Maruti Suzuki,Dzire,Lxi,Maruti Suzuki Dzire Lxi,582613,1197,4,4,FWD,In-line,BS IV,37,Petrol,Sedan,1515,3995,1735,4,22,5,163,5,Manual,2,860,1490,1540,14.77,28.75,2450,4.8
249,Maruti Suzuki,Dzire,Vxi,Maruti Suzuki Dzire Vxi,673112,1197,4,4,FWD,In-line,BS IV,37,Petrol,Sedan,1515,3995,1735,4,22,5,163,5,Manual,2,872,1490,1540,18.03,28.75,2450,4.8
296,Maruti Suzuki,Dzire,Vxi Amt,Maruti Suzuki Dzire Vxi Amt,720112,1197,4,4,FWD,In-line,BS IV,37,Petrol,Sedan,1515,3995,1735,4,22,4,163,5,Automatic,2,872,1490,1540,22.34,28.75,2450,4.8
305,Maruti Suzuki,Dzire,Zxi,Maruti Suzuki Dzire Zxi,732113,1197,4,4,FWD,In-line,BS IV,37,Petrol,Sedan,1515,3995,1735,4,22,5,163,5,Manual,2,882,1490,1540,22.34,28.75,2450,4.8
362,Maruti Suzuki,Dzire,Zxi At,Maruti Suzuki Dzire Zxi At,779113,1197,4,4,FWD,In-line,BS IV,37,Petrol,Sedan,1515,3995,1735,4,22,5,163,5,Automatic,2,882,1490,1540,19.22,28.75,2450,4.8
417,Maruti Suzuki,Dzire,Zxi Plus,Maruti Suzuki Dzire Zxi Plus,821613,1197,4,4,FWD,In-line,BS IV,37,Petrol,Sedan,1515,3995,1735,4,22,5,163,5,Manual,2,895,1490,1540,32.62,28.75,2450,4.8
460,Maruti Suzuki,Dzire,Zxi Plus Amt,Maruti Suzuki Dzire Zxi Plus Amt,868613,1197,4,4,FWD,In-line,BS IV,37,Petrol,Sedan,1515,3995,1735,4,22,5,163,5,Automatic,2,990,1490,1540,28.75,28.75,2450,4.8
46,Maruti Suzuki,S-Presso,Vxi,Maruti Suzuki S-Presso Vxi,432500,998,3,4,FWD,In-line,BS VI,27,Petrol,Hatchback,1549,3565,1520,5,21.7,5,165,5,Manual,1,726,1490,1540,66.51,25.71,2380,4.5
51,Maruti Suzuki,S-Presso,Vxi (O),Maruti Suzuki S-Presso Vxi (O),438500,998,3,4,FWD,In-line,BS VI,27,Petrol,Hatchback,1549,3565,1520,5,21.7,5,165,5,Manual,2,726,1490,1540,66.25,25.71,2380,4.5
57,Maruti Suzuki,S-Presso,Vxi+,Maruti Suzuki S-Presso Vxi+,456000,998,3,4,FWD,In-line,BS VI,27,Petrol,Hatchback,1549,3565,1520,5,21.7,5,165,5,Manual,2,726,1490,1540,47.5,25.71,2380,4.5
69,Maruti Suzuki,S-Presso,Vxi Ags,Maruti Suzuki S-Presso Vxi Ags,475500,998,3,4,FWD,In-line,BS VI,27,Petrol,Hatchback,1549,3565,1520,5,21.7,5,165,5,AMT,1,726,1490,1540,32.29,25.71,2380,4.5
74,Maruti Suzuki,S-Presso,Vxi (O) Ags,Maruti Suzuki S-Presso Vxi (O) Ags,481500,998,3,4,FWD,In-line,BS VI,27,Petrol,Hatchback,1549,3565,1520,5,21.7,5,165,5,AMT,2,726,1490,1540,66.25,25.71,2380,4.5
